Time,X,Y,Z,tau_environment,KSSS,K_s,journey_2,journey_3,power_sekibun,distance_2,distance_3
0,0,0,0.19264981404425,1.9149945342277e-16,5,0.247,0,0.19264981404425,0,12.727922061358,12.731136732559
0.025,0.0010260308224483,2.1296070587895e-06,0.18833535317409,0.00025439256947274,5,0.318295,0.0010260330325287,0.19708459886249,0.057308158096429,12.72719807463,12.730316703661
0.05,0.0015354776177395,0.00066275722335062,0.17798505090668,0.062867570694043,5,0.36511205,0.0018602781311897,0.20746846721254,0.066659963360409,12.727305049768,12.730198771409
0.075,-4.1573837403325e-05,0.001795024660247,0.16090814600187,0.018857159463975,5,0.399873709625,0.0038017005068782,0.2246553750778,0.076285064080108,12.729220792994,12.731761490025
0.1,-0.0011019479435351,0.0021419021130872,0.13702026254528,0.029698947307808,5,0.42747446736725,0.004917369459679,0.24856929765959,0.087951569548987,12.730215830969,12.732301563572
0.125,-0.0012742286217573,0.0020775742993506,0.10621527775476,0.0089262482132648,5,0.4910045140365,0.0051012680722589,0.27937483136124,0.099631627295887,12.730292156606,12.731857571378
0.15,-0.0011045669645853,0.0018222560817406,0.068648048270492,0.0049297304714266,5,0.53834138975958,0.0054078173670843,0.31694331154868,0.11013577894085,12.729991647897,12.731023412394
0.175,-0.0011826450823581,0.0014959411834398,0.024602187751096,0.0013273170170509,5,0.58103038937293,0.0057433432309577,0.36099045000851,0.11921435837726,12.729816109798,12.730363315101
0.2,-0.0015311666016478,0.001214338948962,-0.025670585497122,0.0080441714510253,5,0.62291854721128,0.0061914136136778,0.4112652199944,0.12838600150776,12.729863428922,12.730043772782
0.225,-0.0018812732424609,0.0010273711563637,-0.081992633185078,0.015256319319866,5,0.66618924570302,0.006588316140012,0.46758866615477,0.13820942561915,12.729978797856,12.729983937183
0.25,-0.0021011135340276,0.00090832305062675,-0.14423014704471,0.01487553719193,5,0.71249991270016,0.0068383205505245,0.52982668213884,0.14892202940251,12.730050082315,12.730151436785
0.275,-0.0022267244639829,0.00080470198649041,-0.21231280693055,0.0092920933826431,5,0.75547002004091,0.0070011561444743,0.5979095367541,0.16106954207927,12.73006564327,12.730620725376
0.3,-0.0022838389570469,0.00068963087867714,-0.28626912088843,0.0037067237845976,5,0.79759297431549,0.0071296218020304,0.67186596228739,0.23511429162987,12.730024671954,12.731485165007
0.325,-0.002668110833958,0.024813587241726,-0.30566679814199,20.418780067099,5,0.83960611579435,0.031256638515285,0.70282372089997,1.6028652102284,12.747364174538,12.74913084219
0.35,-0.01393734177632,0.04247759903878,-0.30314993341404,0.36959933729641,5,0.88164350409947,0.052209272688552,0.72392697863089,2.1325253191064,12.767829397771,12.769551650821
0.375,-0.038992756836241,0.054188808756065,-0.31477246805656,0.16710060166283,5,0.92344163022838,0.079866572934006,0.75392713810353,3.9118333110319,12.793815890607,12.795730415986
0.4,-0.073371997405357,0.055441017643004,-0.32685032810437,10.978738107684,5,0.96436432342885,0.11426861079814,0.79038773207209,5.7573964574218,12.819012888179,12.82113785079
0.425,-0.11747503441506,0.055801103938004,-0.34808443350026,4.363281699405,5,1.0048898182861,0.1583731177744,0.83933765308921,6.3694449857458,12.850520792453,12.853043716073
0.45,-0.15998583214617,0.056999886326745,-0.37139117816526,0.86573210696071,5,1.0451054060164,0.20090081466656,0.88783311009119,6.7620442553213,12.881559974865,12.884558548256
0.475,-0.19753390973522,0.06012683603337,-0.39570575503304,1.4257230398936,5,1.0849722683195,0.23857887121279,0.93267544046507,7.1663300053656,12.910481335169,12.914019438075
0.5,-0.2320671288148,0.065767181418796,-0.42152445492167,1.686079139141,5,1.1244180485782,0.27356968023552,0.97616063311734,7.566899439922,12.939057077648,12.943216101999
0.525,-0.25882734799521,0.058627119973073,-0.43453025256789,2.0065727706698,5,1.163407473738,0.30126606642637,1.0067586817552,9.5512821875637,12.953169849836,12.957660187539
0.55,-0.28160532592568,0.041558996745544,-0.4438894113354,5.167447161738,100,1.772021844898,0.32972932535979,1.0367211743409,9.9523743143562,12.957545543732,12.962284030372
0.575,-0.30055547812151,0.015515702743016,-0.45654276694643,18.361535146028,100,2.4908454580607,0.3619374210928,1.0713256370439,11.04022195515,12.952986357903,12.958074911012
0.6,-0.31698215992753,-0.01523188157315,-0.47741752253733,4.6248788673519,100,3.3413190281573,0.39679785448707,1.1119582008003,11.661067873078,12.943423608548,12.949118116541
0.625,-0.33455619458314,-0.04536944689502,-0.50827862992247,6.2273579231094,100,4.3490502995659,0.43168509481368,1.1585363876118,11.933100275239,12.9351980152,12.941848625895
0.65,-0.35472136885781,-0.073643696443985,-0.54699376241977,7.693191956544,100,5.5446289562575,0.46641357651221,1.2105453188195,12.504315383562,12.930222300757,12.938174813198
0.675,-0.37394341457073,-0.083237091767327,-0.5679934470754,8.930343456419,100,6.3945859238662,0.48789659946568,1.2405870736094,13.039342200671,12.937522015487,12.946222806978
0.7,-0.38426418628039,-0.081322899596601,-0.57343289925666,6.4983758190474,100,7.2913633551861,0.49839338279913,1.2524095141519,13.462993113434,12.946320540569,12.955215818651
0.725,-0.38836543157008,-0.081743068490153,-0.57445771724678,6.864738846583,100,8.2226638272284,0.50251609487073,1.2566576910242,13.743155233253,12.949004292729,12.957935731444
0.75,-0.38889179731597,-0.083245668135461,-0.57266118638254,12.584209104919,100,9.1696447182482,0.50410822130809,1.2590581888348,15.148288067858,12.948351130415,12.957216449307
0.775,-0.3852320130958,-0.084712473709824,-0.56942922319918,15.316476531036,100,10.104840035473,0.50805100447879,1.2641563380234,16.58388040372,12.944687389662,12.95343604893
